CrashID,CrashType,Severity
20241127,Single,1
20241210,Single,1
20242132,Single,2
20242184,Multiple,1
20243024,Single,1
20241253,Single,1
20245058,Single,3
20242224,Single,1
20243031,Single,1
20242069,Multiple,1
20245076,Single,1
20243156,Single,1
20242251,Single,1
20244034,Single,1
20242090,Single,1
20243231,Multiple,4
20242194,Single,1
20245085,Single,1
20243142,Single,1
20242043,Multiple,1
20243124,Multiple,1
20244007,Single,1
20242060,Single,1
20243104,Single,1
20244041,Single,1
20247043,Single,1
20246026,Single,1
20243021,Multiple,1
20245140,Single,1
20242155,Multiple,1
20242032,Single,1
20241285,Multiple,1
20245011,Single,1
20244066,Single,1
20242064,Multiple,1
20242164,Single,1
20244035,Single,1
20242252,Multiple,1
20243018,Single,1
20242086,Multiple,1
20243217,Multiple,1
20243251,Multiple,1
20243058,Single,1
20245053,Single,1
20247038,Single,1
20244046,Single,1
20245014,Single,1
20243085,Single,1
20244039,Single,1
20243240,Single,1
20247049,Multiple,1
20247017,Multiple,2
20246002,Multiple,2
20242099,Multiple,2
20247036,Single,2
20241176,Multiple,1
20243063,Single,1
20247022,Multiple,1
20241086,Single,1
20241224,Single,1
20241265,Multiple,1
20241202,Single,1
20245052,Single,1
20245064,Single,1
20246023,Multiple,1
20241293,Multiple,1
20241299,Multiple,1
20244078,Single,1
20243164,Multiple,1
20242201,Single,1
20245117,Single,1
20241307,Single,1
20242074,Multiple,2
20241243,Multiple,2
20247034,Single,1
20241260,Single,1
20243004,Single,1
20246014,Multiple,2
20242024,Multiple,1
20245105,Single,1
20243169,Single,1
20243081,Multiple,2
20242169,Single,1
20242119,Single,1
20241110,Single,1
20241082,Multiple,1
20242062,Single,1
20245132,Multiple,1
20241159,Single,1
20246022,Multiple,1
20241229,Single,1
20245062,Single,1
20242026,Single,1
20247009,Single,1
20242268,Single,1
20242238,Single,1
20242122,Multiple,1
20241046,Single,3
20243192,Multiple,1
20241032,Multiple,2
20241031,Multiple,1
20243254,Single,1
20243133,Single,1
20241203,Single,1
20247046,Single,1
20243118,Single,1
20243173,Multiple,1
20243199,Single,1
20244003,Single,1
20241298,Single,1
20242112,Multiple,2
20243092,Multiple,1
20243042,Multiple,1
20243221,Multiple,1
20244005,Multiple,1
20243178,Multiple,1
20245074,Single,1
20242196,Single,1
20244050,Multiple,1
20241208,Multiple,1
20242259,Single,1
20242212,Multiple,1
20244045,Single,1
20243019,Multiple,1
20241036,Multiple,1
20242226,Single,1
20247007,Single,1
20243074,Multiple,1
20241003,Single,1
20241277,Single,1
20241249,Single,1
20242020,Multiple,1
20242108,Multiple,1
20243120,Multiple,1
20242187,Multiple,1
20245075,Single,1
20243116,Multiple,2
20245151,Single,1
20242133,Single,1
20241092,Multiple,1
20245050,Single,2
20245091,Single,1
20242121,Single,1
20245054,Single,1
20243214,Multiple,1
20241118,Single,1
20245096,Single,1
20243157,Single,1
20241190,Multiple,1
20241097,Single,1
20242265,Multiple,2
20241250,Multiple,1
20242200,Multiple,1
20242178,Multiple,1
20242234,Single,1
20242048,Single,1
20245007,Multiple,1
20245126,Single,2
20242003,Single,1
20243061,Single,1
20243252,Single,2
20242162,Single,1
20244071,Multiple,1
20241047,Single,1
20241205,Single,1
20241024,Multiple,1
20242096,Single,1
20242240,Multiple,1
20243139,Single,1
20243075,Single,1
20244051,Multiple,1
20241070,Single,1
20244079,Single,1
20243051,Multiple,3
20242237,Single,1
20243148,Multiple,1
20242157,Single,1
20244022,Single,1
20241142,Single,1
20241124,Multiple,1
20241010,Multiple,1
20241252,Single,1
20245009,Single,3
20243155,Single,1
20243163,Single,1
20247027,Multiple,1
20247042,Single,1
20247020,Single,1
20245142,Single,1
20243269,Single,1
20245121,Multiple,1
20245081,Single,1
20242166,Single,1
20243056,Multiple,1
20243049,Single,1
20243103,Single,1
20242233,Single,1
20243014,Single,1
20241198,Multiple,1
20242249,Single,1
20243154,Multiple,3
20241100,Single,1
20241074,Multiple,1
20243263,Multiple,1
20242016,Single,1
20244017,Single,1
20244009,Single,1
20242085,Multiple,1
20244012,Single,1
20243205,Multiple,1
20241035,Single,1
20241161,Single,1
20245023,Multiple,1
20241062,Multiple,1
20243119,Multiple,1
20245059,Single,1
20241155,Single,1
20243152,Single,1
20247030,Single,1
20247013,Single,1
20241039,Multiple,1
20243053,Single,1
20242154,Single,2
20243215,Multiple,1
20243026,Multiple,1
20241050,Multiple,1
20243271,Multiple,1
20243236,Multiple,1
20241133,Single,1
20248008,Multiple,1
20244037,Single,1
20242143,Multiple,1
20241273,Single,1
20242067,Multiple,1
20242214,Single,1
20245158,Single,1
20243238,Single,1
20242011,Single,1
20241180,Multiple,1
20241059,Multiple,1
20241021,Multiple,1
20242254,Single,1
20245138,Single,1
20245157,Single,1
20241245,Single,1
20243256,Multiple,1
20243126,Multiple,1
20244082,Multiple,2
20241108,Single,1
20245040,Single,1
20242137,Multiple,1
20241005,Single,1
20241051,Single,1
20243128,Single,1
20242109,Single,1
20241116,Single,1
20247023,Single,1
20242097,Single,1
20245149,Single,1
20243226,Multiple,1
20246008,Multiple,1
20242092,Multiple,1
20242125,Multiple,1
20245120,Single,1
20244077,Multiple,1
20242066,Single,1
20242049,Single,1
20243265,Single,1
20243122,Single,1
20245067,Single,1
20243151,Multiple,1
20241283,Multiple,1
20242262,Multiple,1
20247041,Multiple,1
20242100,Multiple,1
20247018,Single,1
20242211,Multiple,1
20245135,Single,1
20245084,Single,1
20241168,Multiple,2
20245127,Single,1
20241162,Multiple,2
20241073,Single,1
20243097,Multiple,3
20248009,Multiple,1
20242182,Multiple,1
20243123,Single,1
20242044,Single,1
20242149,Multiple,1
20243237,Multiple,1
20241120,Multiple,1
20242266,Single,1
20245155,Single,1
20241048,Single,1
20247040,Single,1
20243023,Multiple,1
20243137,Multiple,1
20241200,Single,1
20242106,Single,1
20242151,Multiple,2
20242223,Multiple,1
20241259,Multiple,1
20241264,Single,1
20245123,Single,1
20243086,Multiple,1
20242215,Multiple,1
20245021,Single,1
20246012,Multiple,1
20244068,Multiple,1
20245144,Single,1
20241296,Multiple,1
20241006,Multiple,2
20241258,Single,1
20241290,Single,2
20241056,Single,1
20242014,Single,1
20241251,Single,1
20245042,Single,1
20243076,Multiple,1
20243162,Single,1
20245071,Single,1
20242027,Multiple,1
20243029,Multiple,2
20242179,Multiple,1
20244080,Single,1
20242241,Multiple,1
20244047,Multiple,1
20241041,Multiple,1
20241165,Single,1
20242077,Single,1
20242078,Multiple,1
20245038,Single,1
20242017,Single,1
20247015,Single,1
20245114,Single,4
20243223,Single,1
20245055,Single,1
20241271,Multiple,1
20242217,Multiple,1
20242245,Single,1
20241170,Multiple,1
20242199,Single,1
20241177,Multiple,1
20245113,Single,1
20246015,Single,1
20242165,Multiple,1
20241011,Single,1
20243260,Single,3
20241083,Multiple,2
20246006,Multiple,1
20245129,Single,1
20244058,Single,1
20243218,Multiple,1
20241089,Single,1
20243146,Single,1
20241295,Multiple,1
20243264,Single,1
20241281,Multiple,1
20241136,Multiple,2
20241076,Single,1
20244073,Multiple,1
20242094,Single,1
20245090,Single,1
20241058,Single,1
20241019,Single,1
20241275,Single,1
20243222,Multiple,1
20241065,Multiple,1
20243094,Multiple,1
20243145,Single,1
20241305,Single,1
20242146,Multiple,2
20241231,Single,1
20241145,Multiple,1
20241228,Single,1
20243030,Multiple,1
20243034,Single,1
20245073,Single,1
20242058,Multiple,1
20241085,Single,1
20243091,Multiple,1
20247003,Single,1
20243184,Multiple,1
20242104,Single,1
20248004,Single,1
20242101,Multiple,1
20245153,Single,1
20243195,Single,1
20243055,Multiple,1
20245077,Single,1
20241212,Single,1
20241241,Single,1
20243071,Single,1
20241171,Single,1
20243193,Multiple,2
20244011,Multiple,3
20242225,Multiple,1
20242160,Single,1
20245036,Single,1
20245057,Single,1
20241183,Single,1
20245131,Single,1
20241025,Multiple,1
20241079,Multiple,2
20246010,Single,1
20245094,Single,1
20242235,Multiple,1
20242113,Multiple,1
20241148,Single,1
20242025,Multiple,1
20241262,Single,1
20241172,Single,1
20242192,Multiple,1
20241014,Single,1
20242191,Multiple,1
20243189,Multiple,1
20244033,Single,1
20245047,Single,1
20241206,Multiple,1
20243069,Multiple,1
20243188,Single,1
20241130,Multiple,1
20247012,Multiple,1
20241178,Single,2
20248011,Single,1
20245097,Single,1
20241043,Single,1
20244054,Multiple,1
20243032,Multiple,1
20243232,Multiple,1
20244015,Single,1
20243112,Multiple,1
20243253,Single,1
20246028,Single,1
20242244,Single,1
20244006,Single,1
20247016,Single,1
20241146,Multiple,1
20241154,Single,1
20242009,Single,1
20241217,Single,1
20242030,Single,1
20243025,Multiple,1
20245159,Single,1
20242168,Single,1
20246021,Single,1
20245167,Single,1
20241238,Single,1
20241158,Single,1
20243228,Single,1
20242210,Single,1
20242253,Single,1
20245048,Single,1
20245032,Single,1
20242256,Multiple,1
20241289,Single,1
20243045,Multiple,3
20242028,Single,1
20243054,Single,1
20241187,Multiple,1
20245035,Single,1
20245108,Single,1
20246007,Single,1
20241126,Multiple,1
20244049,Single,1
20242021,Single,1
20242045,Multiple,1
20243101,Single,1
20242206,Single,1
20242117,Single,1
20245072,Single,1
20241226,Multiple,1
20242079,Single,1
20245046,Single,2
20241156,Single,1
20243093,Multiple,1
20243125,Single,1
20243134,Single,1
20242239,Multiple,1
20241232,Single,1
20241061,Single,1
20245025,Single,1
20247021,Single,1
20244056,Single,1
20242039,Single,1
20241182,Multiple,1
20241044,Multiple,1
20245154,Single,1
20242131,Single,1
20244031,Multiple,2
20247044,Single,1
20242059,Multiple,1
20245118,Single,1
20245022,Single,1
20242033,Single,1
20243033,Multiple,1
20241207,Single,1
20242159,Multiple,1
20243177,Single,1
20243241,Single,1
20245128,Single,1
20243132,Single,1
20245003,Multiple,2
20245020,Single,1
20243159,Single,1
20243028,Single,1
20242072,Single,1
20243105,Multiple,1
20245168,Single,1
20242258,Multiple,1
20241007,Single,1
20247037,Single,2
20245095,Multiple,1
20241227,Single,1
20242185,Single,1
20243130,Single,1
20242065,Multiple,1
20243259,Multiple,1
20244052,Single,1
20242247,Single,2
20241093,Single,1
20241276,Single,1
20247014,Single,1
20242208,Single,1
20241157,Multiple,1
20244065,Multiple,1
20242054,Multiple,1
20242221,Multiple,1
20242197,Single,1
20241075,Multiple,1
20241279,Single,1
20243095,Single,1
20243272,Single,1
20243027,Single,1
20248001,Multiple,1
20245089,Single,1
20242228,Multiple,1
20242105,Single,1
20241069,Single,1
20244074,Multiple,2
20244008,Multiple,1
20243100,Multiple,1
20241122,Multiple,1
20244064,Single,1
20243138,Multiple,1
20241141,Multiple,1
20241244,Multiple,1
20242236,Single,1
20242195,Single,1
20245026,Single,1
20245122,Single,1
20242010,Single,1
20242205,Single,1
20244002,Single,1
20242041,Multiple,1
20242084,Single,1
20243230,Single,1
20241114,Multiple,1
20243068,Multiple,1
20243099,Single,1
20242145,Multiple,1
20243062,Multiple,1
20244048,Multiple,1
20241112,Multiple,1
20243047,Multiple,1
20245109,Single,1
20242198,Multiple,1
20243202,Single,2
20244029,Single,1
20241185,Single,4
20242153,Single,1
20243257,Single,1
20243149,Multiple,1
20242202,Single,1
20243245,Single,1
20244004,Multiple,1
20241123,Single,1
20242222,Single,1
20242248,Multiple,1
20245146,Single,1
20245082,Single,1
20242267,Single,1
20241213,Multiple,3
20242220,Multiple,1
20242036,Multiple,1
20242047,Single,1
20243270,Single,1
20241121,Single,1
20243016,Multiple,1
20241038,Single,1
20243200,Multiple,1
20243039,Single,1
20245137,Single,2
20242246,Single,1
20242063,Single,1
20243180,Single,1
20247005,Single,4
20241297,Single,1
20247001,Single,1
20243059,Multiple,1
20242242,Single,1
20245139,Single,1
20242091,Multiple,1
20243077,Single,1
20244038,Single,1
20243136,Multiple,1
20243229,Multiple,1
20243211,Single,1
20245017,Single,1
20241270,Single,1
20241225,Multiple,1
20241084,Multiple,1
20247047,Single,1
20243050,Multiple,1
20243216,Multiple,1
20245027,Single,1
20242190,Multiple,1
20243115,Single,1
20245049,Single,1
20242116,Multiple,1
20241129,Multiple,1
20244076,Single,1
20243141,Multiple,1
20241095,Single,1
20247051,Single,1
20242082,Multiple,1
20241090,Multiple,1
20241113,Single,1
20243258,Single,1
20244053,Multiple,1
20241064,Multiple,1
20243175,Multiple,1
20247048,Single,1
20243183,Multiple,1
20241049,Single,1
20245079,Single,1
20245115,Single,1
20241242,Multiple,1
20241144,Single,1
20243262,Multiple,1
20241001,Multiple,1
20242231,Multiple,1
20241018,Multiple,1
20241105,Single,1
20241282,Single,1
20243204,Multiple,1
20243224,Single,1
20247032,Single,1
20243179,Single,1
20247033,Single,1
20241192,Single,1
20241026,Single,1
20241067,Multiple,1
20242001,Single,1
20245163,Single,1
20243013,Single,1
20241191,Multiple,2
20242031,Multiple,1
20241117,Multiple,2
20246020,Single,1
20241012,Single,1
20245060,Single,1
20242263,Single,1
20242038,Multiple,1
20246005,Single,1
20247008,Single,1
20243140,Single,1
20244030,Single,1
20242061,Single,1
20244036,Single,1
20242134,Single,1
20245033,Single,2
20243060,Single,1
20242002,Single,2
20243166,Single,1
20243057,Single,1
20242203,Single,1
20241214,Multiple,1
20243196,Single,1
20242083,Single,1
20241272,Multiple,1
20243244,Single,1
20241104,Multiple,1
20243182,Multiple,1
20242180,Multiple,1
20242126,Single,1
20245034,Single,1
20241023,Multiple,2
20243065,Single,1
20243083,Single,1
20245099,Single,1
20244070,Multiple,1
20242216,Multiple,1
20243048,Multiple,1
20241280,Multiple,1
20242118,Single,2
20241193,Multiple,1
20245066,Single,1
20245104,Single,1
20242150,Single,1
20241239,Single,1
20245029,Single,1
20242111,Multiple,1
20245106,Single,1
20245024,Single,1
20243255,Single,1
20241033,Single,1
20241288,Single,1
20243012,Multiple,1
20241164,Single,1
20243250,Single,1
20242076,Single,1
20241099,Single,1
20243052,Multiple,1
20245087,Single,1
20241015,Multiple,1
20245156,Single,1
20243219,Multiple,1
20241184,Single,1
20241284,Multiple,1
20242218,Multiple,1
20241008,Single,1
20245101,Single,1
20244075,Single,1
20242147,Multiple,1
20248010,Multiple,1
20234108,Single,1
20234099,Single,1
20233145,Multiple,1
20236026,Multiple,1
20233259,Single,1
20235048,Single,1
20236028,Single,1
20231088,Multiple,3
20231189,Multiple,1
20232156,Single,1
20231103,Multiple,1
20233100,Single,1
20232192,Multiple,2
20233056,Single,1
20233122,Multiple,1
20237016,Single,1
20231091,Multiple,1
20235044,Multiple,1
20232211,Single,1
20231104,Single,1
20231155,Single,1
20232098,Multiple,1
20232128,Multiple,1
20233085,Single,1
20234027,Multiple,1
20232061,Multiple,1
20235002,Single,1
20235116,Single,1
20234033,Single,1
20232044,Multiple,1
20235101,Multiple,1
20232250,Single,1
20233231,Single,1
20232112,Single,1
20231020,Single,1
20231115,Single,1
20235035,Single,1
20231038,Single,2
20231108,Multiple,1
20231281,Single,1
20235123,Single,1
20233078,Single,1
20235146,Single,1
20231261,Single,1
20233258,Multiple,2
20236009,Multiple,1
20232237,Multiple,1
20232188,Single,1
20233165,Multiple,1
20235097,Multiple,1
20231098,Single,1
20233156,Multiple,1
20234029,Single,1
20231102,Single,2
20231198,Multiple,1
20231129,Multiple,1
20237011,Single,1
20231231,Single,1
20232012,Multiple,1
20233120,Single,1
20232196,Single,1
20234053,Multiple,2
20232240,Single,1
20231095,Multiple,1
20235121,Single,1
20232119,Single,1
20235003,Single,1
20232243,Multiple,1
20234042,Single,1
20235036,Multiple,1
20232067,Single,1
20234079,Multiple,1
20231023,Single,1
20233221,Single,1
20233081,Single,1
20231076,Single,1
20232045,Multiple,1
20236006,Multiple,1
20234061,Single,1
20232201,Multiple,1
20236025,Multiple,1
20233189,Single,1
20233111,Single,1
20232097,Single,1
20237022,Single,1
20233036,Multiple,1
20231250,Single,1
20232174,Single,1
20233228,Multiple,1
20234084,Multiple,1
20235134,Single,1
20232009,Single,1
20231145,Single,1
20231056,Single,1
20232115,Multiple,1
20233012,Single,1
20232018,Multiple,1
20233200,Single,1
20233110,Single,1
20233154,Multiple,1
20235090,Single,1
20231223,Single,3
20234067,Multiple,1
20231182,Single,1
20238004,Multiple,1
20231173,Single,1
20233155,Single,1
20233161,Single,1
20235135,Single,1
20234020,Single,1
20231052,Multiple,1
20231296,Multiple,1
20231143,Single,1
20232169,Single,1
20234021,Multiple,1
20231302,Single,1
20232104,Multiple,1
20235034,Single,1
20231285,Multiple,1
20231178,Multiple,1
20237010,Single,1
20234031,Single,1
20237013,Multiple,1
20232219,Single,1
20233136,Single,1
20233051,Multiple,1
20231229,Single,2
20233176,Single,1
20235124,Single,1
20234068,Single,1
20231044,Single,1
20235105,Single,1
20231190,Single,1
20232059,Single,1
20236012,Single,1
20233205,Single,1
20233074,Single,1
20233050,Single,1
20231045,Single,2
20232016,Single,1
20232021,Single,1
20231205,Single,1
20234025,Multiple,2
20232203,Multiple,1
20231119,Single,1
20232227,Single,1
20231272,Single,1
20232183,Multiple,1
20235050,Single,2
20233139,Single,1
20232088,Single,1
20232062,Single,1
20233043,Single,1
20232130,Multiple,1
20235108,Single,1
20231256,Single,1
20237018,Multiple,1
20235082,Single,1
20232144,Single,4
20234018,Single,1
20231278,Multiple,1
20233008,Single,1
20233138,Single,1
20234063,Multiple,1
20232095,Multiple,2
20232184,Single,1
20233069,Single,1
20232037,Single,5
20234017,Multiple,1
20232137,Single,1
20232027,Multiple,1
20231029,Multiple,1
20235013,Single,1
20231111,Multiple,1
20232198,Multiple,2
20234034,Single,1
20231160,Multiple,1
20233224,Single,1
20235070,Single,1
20231139,Multiple,1
20231303,Single,1
20231283,Single,1
20231141,Single,1
20231206,Multiple,1
20235089,Single,1
20235001,Single,1
20233017,Single,1
20235110,Single,1
20231175,Single,1
20232110,Multiple,1
20233073,Multiple,1
20233114,Multiple,1
20231064,Single,1
20233032,Multiple,1
20232241,Multiple,1
20233063,Single,1
20231271,Single,1
20234094,Single,1
20231152,Single,1
20233020,Single,1
20231068,Multiple,1
20232236,Multiple,1
20233134,Single,1
20233198,Single,2
20231252,Multiple,1
20232047,Multiple,1
20235122,Single,1
20235139,Single,1
20231227,Single,1
20231292,Multiple,1
20232065,Multiple,1
20232171,Multiple,1
20235021,Single,1
20235010,Single,1
20232063,Multiple,2
20232074,Multiple,1
20231288,Multiple,1
20232170,Single,1
20231133,Single,1
20231249,Single,1
20231171,Multiple,1
20235061,Single,1
20233196,Single,1
20233245,Multiple,1
20235041,Single,1
20231025,Single,1
20231244,Multiple,1
20232118,Multiple,1
20235075,Single,2
20231128,Single,1
20232048,Multiple,1
20236004,Multiple,1
20232204,Single,1
20231251,Single,1
20231263,Single,1
20231078,Single,1
